,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
836,47700885.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/12/motociclista-muere-en-choque-frontal-con-vehiculo-en-la-comuna-de-lanco,Motociclista muere en choque frontal con vehículo en la comuna de Lanco - Diario Laguino,"Un fatal accidente se produjo en horas de la noche del viernes 18 de diciembre en la ruta Ch-203 de la comuna de Lanco, donde se produjo una colisión entre un automóvil y una motocicleta, resultando fallecido el conductor de la última. Aproximadamente a las 22:00 horas en el Km 26 de la ruta Ch-203, sector Quilche cerca de Malalhue, ocurrió el choque frontal entre ambos vehículos, saliendo eyectada la víctima fatal, identificado como Héctor Cámpos, de 59 años de edad, domiciliado en la comuna de Temuco. La Fiscal Carmen Gómez, explicó que “se dispuso la concurrencia de la SIAT de Carabineros al sitio del suceso y asimismo la concurrencia del Servicio Médico Legal, determinando la SIAT preliminarmente y por causas que se investigan, que el conductor del automóvil habría traspasado el eje central de la calzada, impactando de frente al motociclista, lo que le produjo la muerte”. Por lo anterior el conductor del vehículo, ahora imputado, pasó a control de detención el día sábado 19 de diciembre, y el Juzgado de Garantía decretó las medidas cautelares de firma mensual del imputado y arraigo nacional de este, y un plazo de investigación de 100 días.",2020-12-19,accidente,0,0,0,0,0,0,0,0,0,1,0,0,NEG,0.8775235414505005,"['accidente', 'choque', 'colisión', 'conductor', 'automóvil', 'vehículo', 'fatal', 'choque frontal']"
2487,49469087.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2023/01/30/motociclista-fallecio-tras-colisionar-con-automovil-cuyo-conductor-estaba-en-manifiesto-estado-de-ebriedad/,Motociclista falleció tras colisionar con automóvil cuyo conductor estaba “en manifiesto estado de ebriedad”,"Trágicas consecuencias dejó un violento accidente de tránsito registrado la tarde de este lunes en el sector de Cabo Blanco, comuna de Valdivia, donde un motociclista falleció luego de colisionar contra un automóvil. De acuerdo a lo informado desde Carabineros, el siniestro vial se produjo cerca de 18.20 horas a la altura del kilómetro 4 de la ruta T-344, y el conductor del vehículo lo hacía en manifiesto estado de ebriedad, por lo que se encuentra detenido. La víctima fatal fue identificada con las iniciales F.C.M.M., de 42 años de edad. El tránsito se encuentra suspendido, y la SIAT de Carabineros realiza las pericias en el lugar de los hechos.",2023-01-30,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9441680908203124,"['accidente', 'colisionar', 'conductor', 'automóvil', 'vehículo', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
838,47734737.0,chile,diariolanco,https://www.diariolanco.cl/noticia/actualidad/2020/12/motociclista-muere-en-choque-frontal-con-vehiculo-en-la-comuna-de-lanco,Motociclista muere en choque frontal con vehículo en la comuna de Lanco - Diario Lanco,"Un fatal accidente se produjo en horas de la noche del viernes 18 de diciembre en la ruta Ch-203 de la comuna de Lanco, donde se produjo una colisión entre un automóvil y una motocicleta, resultando fallecido el conductor de la última. Aproximadamente a las 22:00 horas en el Km 26 de la ruta Ch-203, sector Quilche cerca de Malalhue, ocurrió el choque frontal entre ambos vehículos, saliendo eyectada la víctima fatal, identificado como Héctor Cámpos, de 59 años de edad, domiciliado en la comuna de Temuco. La Fiscal Carmen Gómez, explicó que “se dispuso la concurrencia de la SIAT de Carabineros al sitio del suceso y asimismo la concurrencia del Servicio Médico Legal, determinando la SIAT preliminarmente y por causas que se investigan, que el conductor del automóvil habría traspasado el eje central de la calzada, impactando de frente al motociclista, lo que le produjo la muerte”. Por lo anterior el conductor del vehículo, ahora imputado, pasó a control de detención el día sábado 19 de diciembre, y el Juzgado de Garantía decretó las medidas cautelares de firma mensual del imputado y arraigo nacional de este, y un plazo de investigación de 100 días.",2020-12-19,accidente,0,0,0,0,0,0,0,0,0,1,0,0,NEG,0.848943293094635,"['accidente', 'choque', 'colisión', 'conductor', 'automóvil', 'vehículo', 'fatal', 'choque frontal']"
1667,47354283.0,chile,rioenlinea,https://www.rioenlinea.cl/adulto-mayor-murio-tras-accidente-vehicular-en-ruta-que-une-valdivia-y-mariquina/,Adulto mayor murió tras accidente vehicular en ruta que une Valdivia y Mariquina,"Un adulto mayor fue la víctima fatal de un accidente de tránsito en la ruta T-202, que mantuvo el tráfico interrumpido entre las comunas de Valdivia y Mariquina. Una camioneta y un vehículo menor fueron los que colisionaron a la altura del kilómetro 37,5 de dicha ruta, hecho que de acuerdo a lo confirmado por Carabineros, dejó a una persona fallecida en el lugar. Al respecto, el fiscal Alex Montecinos señaló que quien murió fue el conductor de la camioneta, agregando que “se están barajando algunas hipótesis, aparentemente el vehículo conducido por el fallecido habría realizado un viraje en U, obstaculizando la vía de circulación del otro automóvil, que lo colisionó en el costado de la puerta del conductor”. El persecutor añadió que en el otro auto protagonista del accidente “se desplazaban tres ocupantes que resultaron con distintas lesiones, los cuales fueron trasladados al hospital regional, a efecto de poder constatar sus lesiones y tomar la muestra de alcoholemia del conductor”. La Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros investigará el siniestro, mientras que el Servicio Médico Legal retiró el cuerpo de la víctima fatal, para practicarle la autopsia.",2022-03-05,accidente,0,0,0,0,0,0,0,0,0,0,1,1,NEG,0.624098539352417,"['accidente', 'colisionar', 'conductor', 'automóvil', 'vehículo', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
510,47707654.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/05/siat-investiga-fatal-accidente-en-puerto-nuevo,SIAT investiga fatal accidente en Puerto Nuevo - Diario Laguino,"Con las iniciales R.V.B. (59), fue identificado el hombre que esta tarde falleció en el accidente de tránsito ocurrido en el kilómetro 5 de la ruta T-759, a la altura del cruce de Puerto Nuevo. En ese lugar, a las 13:30 horas, el automóvil Kia Sportage patente CBPF-19, impactó  con la camioneta Chevrolet Luv, patente DN-7817, saliendo eyectado el conductor del primer vehículo y víctima fatal. El  conductor de la camioneta  resultó con lesiones de consideración y dos mujeres adultas que lo acompañaban con lesiones de carácter grave, manteniendo  lesiones aún por evaluar un cuarto pasajero. Bomberos de la 1ª Compañía de La Unión realizaron el rescate de los heridos, quienes fueron trasladados por personal del SAMU  a los hospitales de Rio Bueno y Dr. Juan Morey. Para esclarecer la responsabilidad y circunstancias del hecho, la SIAT de Carabineros Valdivia  se trasladó al lugar del accidente, donde primero se constituyó personal del Retén Puerto Nuevo que realizó las primeras diligencias, aislando el sitio del suceso y  los desvíos de tránsito.  Fiscal jefe de La Unión entregó nuevos detalles del accidente ocurrido en el sector cruce Champel, cuyas causas son investigadas por SIAT de Carabineros de Valdivia.",2020-05-13,accidente,0,0,0,0,1,0,0,0,0,0,0,1,NEU,0.8589746952056885,"['accidente', 'conductor', 'automóvil', 'vehículo', 'heridos', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
817,47700858.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2020/12/dos-conductores-lesionados-tras-choque-frontal-en-valdivia,Dos conductores lesionados tras choque frontal en Valdivia  - Diario de Valdivia,"Dos personas lesionadas dejó como saldo un accidente de tránsito ocurrido esta noche de viernes en Valdivia. Los heridos fueron los conductores de dos vehículos particulares que colisionaron de frente en la esquina de Bueras con Francia en la capital regional. Al lugar de la colisión llegó personal de carabineros, Samu y bomberos.",2020-12-11,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.5350838303565979,"['accidente', 'colisión', 'colisionar', 'conductor', 'vehículo', 'heridos', 'accidente de tránsito', 'accidente de tránsito']"
2664,49708207.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2023/03/20/dos-conductores-lesionados-dejo-una-violenta-colision-registrada-este-lunes-en-el-centro-de-la-union/,Dos conductores lesionados dejó una violenta colisión registrada este lunes en el centro de La Unión,"Dos conductores lesionados dejó como consecuencia una violenta colisión registrada la mañana de este lunes en pleno centro de La Unión, a sólo una cuadra de la Plaza de la Concordia. El accidente de tránsito se registró alrededor de las 8 horas en la esquina de las calles Manuel Montt y Serrano, donde se estrellaron un vehículo particular de marca Peugeot modelo 20008, con un taxi colectivo de marca Citroën modelo C-Elysée. De acuerdo a la versión de testigos, el vehículo particular se dirigía por calle Manuel Montt, mientras que el taxi colectivo lo hacía por calle Serrano, por lo que en principio habría sido el conductor del automóvil particular quien no habría respetado la señal de Pare existente en esa esquina. Ambos conductores resultaron con lesiones a raíz del fuerte impacto, por lo que fueron trasladados al Hospital Juan Morey de La Unión para constatar lesiones y para realizar el correspondiente examen de alcoholemia. ",2023-03-20,accidente,0,0,0,0,1,0,0,0,0,0,0,0,NEG,0.874533474445343,"['accidente', 'colisión', 'conductor', 'automóvil', 'vehículo', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
2341,47746903.0,chile,rioenlinea,https://www.rioenlinea.cl/el-vehiculo-se-incendio-colision-frontal-deja-una-persona-fallecida-en-panguipulli/,El vehículo se incendió: Colisión frontal deja una persona fallecida en Panguipulli,"Muerto en medio de un incendio provocado por una colisión, resultó un conductor protagonista de un accidente de tránsito en Panguipulli. A la altura del kilómetro 89.8 de la ruta CH-203, camino a Choshuenco, se dio el fatal siniestro, que involucró a un vehículo menor y una camioneta que colisionaron frontalmente, lo que se tradujo en el fatal desenlace. La información fue confirmada por el Fiscal Alejandro Ríos. “Uno de los conductores del vehículo resultó fallecido al producirse un incendio del mismo. A fin de determinar las causas del accidente, así como una eventual identificación de la persona fallecida, se ordenó la concurrencia de la SIAT, de personal de LABOCAR y además del Servicio Médico Legal de Valdivia”. De acuerdo a lo informado por el ente persecutor horas después del siniestro, la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros estableció que la responsabilidad fue del conductor fallecido, quien habría perdido el control al enfrentar una curva. Además, se descartó que alguno de los involucrados haya estado bajo la influencia del alcohol al momento del hecho. NOTA DEL EDITOR: Este artículo fue modificado horas después de su publicación, al conocerse los primeros antecedentes respecto a la causa del accidente.",2022-11-11,accidente,0,0,0,0,0,1,0,0,0,0,0,1,NEG,0.9486850500106812,"['accidente', 'colisión', 'colisionar', 'conductor', 'vehículo', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
2291,47746885.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-murio-tras-protagonizar-un-accidente-vehicular-en-los-lagos/,Conductor murió tras protagonizar un accidente vehicular en Los Lagos,"Fallecido terminó el conductor de un vehículo, que protagonizó un accidente de tránsito en la ruta 5 sur, a la altura de la comuna de Los Lagos. Una colisión entre una camioneta y un automóvil ocasionó el fatal descenlace, que tuvo lugar en el kilómetro 828 de la principal carretera del país y mantuvo el tránsito cortado, en sentido sur norte, por aproximadamente cuatro horas. El teniente Luis Llanquimán, jefe de la Tenencia de Carreteras Valdivia, confirmó que el hecho dejó una persona fallecida y otras lesionadas: “Las causas del accidente se encuentran en investigación por parte de la SIAT. Tenemos que lamentar el fallecimiento del conductor del automóvil, los demás ocupantes acompañantes de los otros vehículos fueron trasladados con lesiones al Hospital de Los Lagos”. La fiscal de esta comuna, Claudia Baeza, dijo que la víctima fatal “transitaba por la Ruta 5 Sur, realizando una maniobra de viraje, siendo impactado por una camioneta”. La dinámica y eventuales responsabilidades del siniestro -por instrucción de la persecutora- serán indagadas por dicha sección especializada de institución policial.",2022-10-13,accidente,0,1,0,0,0,0,0,0,0,0,0,1,NEG,0.9823641777038574,"['accidente', 'colisión', 'conductor', 'automóvil', 'vehículo', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
2165,48039463.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/08/05/futrono-hombre-de-43-anos-fallecio-en-colision-frontal-registrada-camino-a-bahia-coique/,Futrono: hombre de 43 años falleció en colisión frontal registrada camino a Bahía Coique,"Un hombre de 43 años de edad, quien conducía un automóvil particular, falleció la mañana de este viernes en la comuna de Futrono, luego de protagonizar una colisión frontal contra un minibús en la ruta que conduce hacia el sector de Bahía Coique. El fiscal (s) de Los Lagos, Henry Chaura, detalló que “se tomó conocimiento de un accidente de tránsito que ocurrió en la ruta T-785 camino a Coique, frente al Fundo Los Corrales, en donde dos vehículos, un minibús y un automóvil particular impactaron de frente, resultando el conductor del vehículo particular fallecido en el lugar de los hechos”. En cuanto a las diligencias a practicar, el persecutor señaló que “se instruyó que concurra personal especializado de la SIP de Carabineros para determinar la causa basal del accidente, como también la concurrencia del Servicio Médico Legal (SML) para efectos de poder levantar el cuerpo del occiso”. El Subteniente de Carabineros Jefe Teniencia Futrono, Nicolás de la Maza, detalló que «el minibús efectuó una maniobra para evitar colisionar con otro vehículo en la parte posterior; sobrepasa el eje de la calzada colisionando de frente con el otro vehículo, donde resultó el conductor -único ocupante del automóvil- fallecido». De acuerdo a información extraoficial, en el minibús se trasladaban cerca de 14 personas, y cuatro de ellas habrían resultado con lesiones leves.",2022-08-05,accidente,0,1,1,0,0,0,0,0,0,0,0,0,NEU,0.8635989427566528,"['accidente', 'colisión', 'colisionar', 'conductor', 'automóvil', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
627,47705884.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/07/historia-repetida-camioneta-impacto-muro-en-cuatro-esquinas-de-futrono,Historia repetida: Camioneta impactó muro en cuatro esquinas de Futrono - Diario Laguino,"Sin lesionados resultó un accidente de tránsito protagonizado por una camioneta que se estrelló contra un muro en la intersección de cuatro calles en la salida de Futrono, camino a Llifén. El hecho se registró pasadas las 11 horas, cuando el conductor de la camioneta patente BLKW61, perdió el control al llegar a la intersección múltiple e impactó el muro con el cual la propiedad se ha protegido para no ser dañada en los numerosos accidentes similares que ocurren en el lugar. De acuerdo a informaciones publicadas por Diario Futrono, las cuatro esquinas son un punto permanente de colisión. Allí confluyen las calles Balmaceda, O´Higgins, Padre Ricardo y Los Pinos. Los choques son protagonizados, en su mayoría, por vehículos que provienen de la zona cordillerana, cuyos conductores, por diversas razones, no alcanzan a realizar el giro hacia O´Higgins - o los ejecutan muy tarde - impactando la propiedad de la esquina. La familia dueña del inmueble instaló un cerco-muro de cemento destinado a proteger la propiedad y, hasta ahora, le ha resultado.  ",2020-07-25,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9379510283470154,"['accidente', 'choque', 'colisión', 'conductor', 'vehículo', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
1743,47347790.0,chile,rioenlinea,https://www.rioenlinea.cl/valdivia-una-persona-murio-en-colision-protagonizada-por-conductora-en-estado-de-ebriedad/,Valdivia: Una persona murió en colisión protagonizada por conductora en estado de ebriedad,"Un persona murió en medio de un accidente de tránsito protagonizado por una conductora en estado de ebriedad, en Valdivia. Según lo informado por Carabineros, el hecho ocurrió cerca de las 02:30 horas de la madrugada de este domingo, en avenida Francia esquina pasaje Bruselas. En el lugar, un vehículo station wagon, marca Nissan, Pathfinder, patente XA-8732, con cinco ocupantes, colisionó con un automóvil marca Peugeot, 208, patente FVPR-57 con dos personas en su interior. Debido al accidente, falleció una mujer que viajaba como copiloto del primer vehículo, el cual chocó contra una reja después del impacto, quedando en el jardín de una vivienda. Los ocupantes del auto quedaron con lesiones graves, sin riesgo vital. Mientras que, el segundo automóvil fue consumido por las llamas tras la colisión. Asimismo, Carabineros informó que procedió a la detención de la conductora del primer vehículo, quien al ser sometida a examen intoxylizer arrojó 1.35 gramos por litro de sangre y el segundo conductor arrojó 0.00 gramos por litro de sangre. La Fiscalía instruyó diligencias a la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros para aclarar las circunstancias en que se suscitó la fatal colisión.",2022-04-24,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9222774505615234,"['accidente', 'colisión', 'conductor', 'automóvil', 'vehículo', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
574,47405193.0,chile,rioenlinea,https://www.rioenlinea.cl/dos-fallecidos-deja-choque-frontal-de-vehiculos-en-la-comuna-de-lago-ranco/,Dos fallecidos deja choque frontal de vehículos en la comuna de Lago Ranco,"Dos ocupantes de un vehículo fallecieron en horas de la tarde de este martes, tras un choque frontal de vehículos que ocurrió en la comuna de Lago Ranco. De acuerdo a información policial preliminar, el hecho ocurrió a la altura del kilómetro 40,8 de la Ruta T-85, en cercanías de sector Tres Cruces, de Lago Ranco. La colisión involucró a un vehículo menor y a una camioneta, que habrían chocado frontalmente. Debido al accidente, murieron una mujer adulta y un menor de edad, del automóvil. Mientras, que un tercer ocupante de dicho vehículo se mantendría en estado grave. En tanto, el conductor de la camioneta habría resultado con lesiones -aparentemente- de carácter leve. Personal de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros se encargará de aclarar las circunstancias de la fatal colisión.",2020-06-23,accidente,1,0,0,0,0,0,0,0,0,0,0,0,NEG,0.666862964630127,"['accidente', 'choque', 'colisión', 'conductor', 'automóvil', 'vehículo', 'fatal', 'choque frontal']"
318,47419927.0,chile,rioenlinea,https://www.rioenlinea.cl/colision-multiple-se-registro-camino-a-niebla-luego-que-un-camion-perdiera-el-control/,Colisión múltiple se registró camino a Niebla luego que un camión perdiera el control,"Luego que el conductor de un camión perdiera el control de la máquina, se originó una colisión múltiple, dejando varios lesionados de diversa consideración camino a Niebla. El accidente ocurrió minutos antes de las 19:00 horas de la tarde de este miércoles en cercanías del sector Cutipay, en la Ruta T-350, que une Valdivia con la zona costera. De acuerdo a la información preliminar proporcionada por Carabineros, en el lugar del accidente había un corte de tránsito por trabajos en la ruta, donde habían al menos seis vehículos esperando que habilitaran el paso, cuando un vehículo ¾ -por causas que se investigarán- perdió el control de la máquina, originándose una colisión múltiple. Asimismo, fuentes de la policía informaron que –aparentemente- al camión se le habrían cortado los frenos, generándose la colisión por alcance con el resto de los vehículos que estaban detenidos en la ruta. Inicialmente se comunicó que unas diez personas resultaron lesionadas de diversa consideración, siendo trasladadas para su atención hasta el Hospital Base de Valdivia. [?AHORA] Equipos de emergencia concurren a accidente de tránsito en la Ruta T-350 que une Valdivia con la zona costera, a la altura del sector de Cutipay. Hay congestión vehicular en el lugar. #Valdiviacl ?: Nicole Barria pic.twitter.com/XLPgwjFD16 — RioenLinea (@rioenlinea) November 27, 2019  ",2019-11-27,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.7042751312255859,"['accidente', 'colisión', 'conductor', 'vehículo', 'lesionados', 'accidente de tránsito', 'colisión múltiple', 'accidente de tránsito']"
2538,49448389.0,chile,rioenlinea,https://www.rioenlinea.cl/dos-lesionados-y-cortes-de-electricidad-dejo-colision-de-camion-y-un-auto-en-la-ruta-valdivia-mafil/,Dos lesionados y cortes de electricidad dejó colisión de camión y un auto en la ruta Valdivia-Máfil,"Un accidente de tránsito en el tramo que une a las comunas de Máfil y Valdivia resultó con dos conductores lesionados, quienes fueron trasladados a diferentes recintos hospitalarios de Los Ríos. A eso de las 09:15 de la mañana de este miércoles, equipos de emergencias desplegaron sus unidades en dirección a la ruta T-305 –altura del kilómetro 12– por un accidente de tránsito que ocurrió en el lugar. Desde Carabineros precisaron que se trató de una colisión entre un camión tolva y un vehículo menor, quienes se movilizaban en la misma pista de circulación de poniente a oriente. Producto de causas que aún se investigan, se produjo el choque y el vehículo menor perdió el control, volcándose a una zanja que estaba en los costados de la vía. Ambos conductores resultaron con lesiones, pero conscientes y fuera de riesgo vital, siendo trasladados al Hospital Base de Valdivia y Hospital San José de la Mariquina. Este hecho provocó un corte de suministro eléctrico para los residentes del sector. Desde SAESA informaron que fueron aproximadamente 10 clientes sin luz, situación que fue controlada posteriormente por la misma empresa. En el lugar están Bomberos y el SAMU operando. Por otro lado, el tránsito se mantiene cortado mientras se realizan trabajos de limpieza, posterior a esto, se habilitará una pista para el flujo vehicular.",2023-02-15,accidente,0,0,0,0,0,0,0,0,1,0,1,1,NEG,0.9929879307746888,"['accidente', 'choque', 'colisión', 'conductor', 'vehículo', 'lesionados', 'accidente de tránsito', 'accidente de tránsito']"
695,47756854.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-murio-tras-choque-frontal-entre-un-vehiculo-menor-y-un-camion-en-la-ruta-a-rapaco/,Conductor murió tras choque frontal entre un vehículo menor y un camión en la ruta a Rapaco,"Un segundo accidente fatal en 24 horas se registró en la ruta Rapaco-La Unión, luego que un conductor muriera tras colisionar su vehículo contra un camión. La noche del martes un hombre murió tras ser atropellado en la ruta hacia Rapaco. Este miércoles a eso de las 21:00 horas, a la altura del kilómetro 3 de la Ruta T-208, ocurrió otro accidente fatal. Así lo confirmó el Fiscal de La Unión, Raúl Suárez, quien explicó que el hecho ocurrió en la salida norte de La Unión, donde un automóvil y un camión de carga chocaron de manera frontal, tras lo cual murió el conductor del vehículo menor. De acuerdo a lo informado por Carabineros, según la versión del conductor del vehículo pesado, el automóvil transitaba zigzagueando, no pudiendo esquivarlo e impactándolo de frente. El Fiscal Suárez instruyó diligencias a personal de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros para aclarar cuál fue la causa y circunstancias que provocaron la fatal colisión.",2020-09-02,accidente,0,0,0,0,1,0,0,0,0,0,0,0,NEU,0.5469992160797119,"['accidente', 'colisión', 'colisionar', 'conductor', 'automóvil', 'vehículo', 'fatal', 'accidente fatal']"
2536,49462580.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2023/02/13/bus-de-turismo-que-se-dirigia-a-huilo-huilo-volco-y-cayo-a-barranco-en-loncoche-19-personas-resultaron-heridas/,Bus de turismo que se dirigía a Huilo Huilo volcó y cayó a barranco en Loncoche: 19 personas resultaron heridas,"Un bus de turismo que se dirigía hacia la Reserva Biológica Huilo Huilo, comuna de Panguipulli, volcó y cayó barranco en el sector de Linda Flor, comuna de Loncoche, lo cual dejó como resultado 19 personas lesionadas, aunque ninguna con riesgo vital. De acuerdo a lo informado por Carabineros, el accidente de tránsito se produjo pasadas las 8 horas de este domingo, cuando el vehículo de pasajeros se movilizaba a la altura del kilómetro 25 de la ruta interior T-785. Con respecto a la dinámica del hecho, explicaron que cuando el bus de turismo se dirigía hacia Huilo Huilo se encontró de frente con un automóvil particular que se dirigía hacia Loncoche y en aparente exceso de velocidad. Por esta razón el conductor del vehículo mayor se situó al costado derecho del camino de ripio para evitar la colisión, momento en que perdió el control del autobús y cayó a un barranco de unos siete metros de profundidad. En el vehículo de pasajeros viajaban 25 personas, de las cuales 19 resultaron con heridas de diversa consideración, por lo que fueron trasladados a diferentes centros asistenciales. El conductor del automóvil particular fue detenido por su eventual responsabilidad en el accidente.",2023-02-13,accidente,0,0,0,0,0,1,0,0,0,0,0,0,NEG,0.9749495387077332,"['accidente', 'colisión', 'conductor', 'automóvil', 'coche', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
800,47700962.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2020/12/colision-frontal-deja-un-fallecido-en-ruta-valdivia-paillaco,Colisión frontal deja un fallecido en ruta Valdivia-Paillaco - Diario de Valdivia,"Este martes 22 de diciembre se produjo un violento accidente de tránsito en la ruta que une a Valdivia con Paillaco, dejando como saldo una persona fallecida y varios lesionados. La emergencia se produjo minutos antes de las 13:00 horas a la altura del kilómetro 20 de la ruta T-206, luego que un automóvil marca Kia cerato, placa patente ZV-5674 colisionó de manera frontal contra una camioneta Toyota, placa patente CLBS-27, que se desplazaba en sentido contrario por la ruta. Producto del accidente, se confirmó el fallecimiento del conductor del automóvil en el lugar, mientras que su acompañante habría sobrevivido gracias a haber estado utilizando el cinturón de seguridad. Asimismo, el conductor de la camioneta roja, patente CLBS-27, pese a que resultó policontuso tras el impacto, habría logrado salir por sus propios medios desde el vehículo. El fiscal jefe de Paillaco, Jaime Calfil, dispuso que concurra la SIAT para establecer la causa basal del accidente, y al Servicio Médico Legal para que levante el cuerpo de la víctima fatal. Al lugar de la emergencia concurrió personal de Salud, Bomberos y Carabineros.   ",2020-12-22,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.6262022852897644,"['accidente', 'conductor', 'automóvil', 'vehículo', 'lesionados', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
